x0,x1,x2,weight
163.3375243264621,216.21494059134403,59.685517381521535,1.0
163.96387297420057,215.22319299375778,57.97273867022162,1.0
163.30979270679467,213.2100924059283,63.74520337061505,1.0
164.48447774005118,214.4231083520574,65.6650566370457,1.0
163.5172253694407,213.82613215886101,58.35193856125801,1.0
164.73840276751451,214.51463846043526,58.84190164521485,1.0
164.5824247761018,214.44950463543466,56.678315664405424,1.0
163.83105818964336,214.8313262694498,55.821762192186746,1.0
163.48669591900656,214.24451766060017,59.488002526345305,1.0
166.90077467549563,213.85210963586962,64.99264123201186,1.0
165.39123951240205,213.3678649565221,64.14260249417738,1.0
163.46017053800412,211.89763767372912,63.30793522896129,1.0
162.8881605947597,215.00774437353178,56.8562831184783,1.0
166.3036019743873,215.62531931104186,58.009408587907444,1.0
163.95621356716876,213.34273250863174,58.07172444570143,1.0
164.3636956830129,214.19211636733417,61.05985688352621,1.0
165.2225726759263,214.906464368719,56.45561798763217,1.0
163.20625970439585,215.92134175982832,56.8290916844147,1.0
163.99175757826242,214.03562059942473,51.06098985638114,1.0
164.16607717415695,214.0771540977179,63.37812909888195,1.0
165.34250832730476,214.56058080081212,64.9355794777359,1.0
164.98401616199868,214.5411278001233,61.0809784486555,1.0
164.45339768461602,214.1619603976924,58.93766992269455,1.0
163.5160398467274,214.83725161704214,55.31071955251648,1.0
165.48568244227107,214.3073513315649,60.52381251541484,1.0
165.13788795447837,215.20012437678878,52.42322056399712,1.0
164.43714750203347,215.43698882380664,51.785808510003115,1.0
165.0313316535925,212.30124568232367,55.163803388986366,1.0
164.68268173003761,212.9000948094039,55.348783918743635,1.0
163.17221617073383,216.20494484393342,61.09747638460106,1.0
165.2113414560501,214.3341348112107,58.50917886337839,1.0
163.0275769895464,214.264972548978,56.468876548106266,1.0
165.50197510248975,215.69791177838343,67.60923118503527,1.0
165.49660311765865,213.95815597480285,54.696852677362415,1.0
165.41071435984253,214.91310272919813,51.433645353779234,1.0
164.9995329709412,215.3713297342137,60.57096555307253,1.0
164.4589975071881,213.7491614241095,53.043664109347446,1.0
165.44434912753746,214.24769546695413,59.10900429944592,1.0
166.37677236511655,215.24131101858504,62.1304626135699,1.0
164.78611298338467,216.0768047724916,68.87428414424537,1.0
165.57355628967696,215.13903450312378,49.803322251133665,1.0
164.76777309243093,214.42670295753214,60.74610375409223,1.0
165.58709726551996,211.81713274453628,57.42977733981346,1.0
164.9139555331382,214.0899643656731,53.19180704153309,1.0
165.51301466509423,214.83368181757197,55.420814754941965,1.0
164.95886838271326,215.37839562377565,60.30280083866119,1.0
165.44461598162843,214.6350700868875,58.30019269389261,1.0
163.48463066179752,214.47087914475424,61.24780229739324,1.0
165.51988393978476,214.44170244323863,62.56341563826934,1.0
163.6794391644637,213.77418075589833,59.72439111202995,1.0
163.58942271421242,215.37705774905052,62.59198925375742,1.0
164.92314694258988,214.8957140369418,70.38155541458838,1.0
164.17518699023063,212.3553686262253,61.27283859164671,1.0
164.59344763723576,214.03929086921545,55.38218831037054,1.0
164.20486165639528,214.73814834094367,57.7622541039517,1.0
167.05650485774117,213.5963055300927,56.31075079362603,1.0
162.3554311381829,214.8082943267474,50.19430446816558,1.0
164.10459654482293,214.2811393771653,56.72769777792995,1.0
166.38292385565194,215.55120430304135,66.87202198867226,1.0
163.7616323596475,215.68540397624042,62.756342338884195,1.0
165.4154571268743,215.5862487405086,55.732521377369125,1.0
164.21973355721954,215.4194059230543,46.998242142289726,1.0
166.15737926077063,215.10994197593342,60.04781780386321,1.0
164.8645588339546,213.52687462841686,58.52662078421886,1.0
165.7443355164178,215.85483188405206,73.75745786998229,1.0
164.570126511917,213.89825694492086,57.70516777746444,1.0
163.62600930291006,214.478955155785,62.18999975722573,1.0
164.6098088976655,215.65315675739166,59.1052586004417,1.0
164.29660052569886,213.97554143486553,52.11316497599191,1.0
163.07628345388898,213.37765198108815,66.78347796548819,1.0
